slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost
763,car,honda,city,petrol,2017,chennai,50000,50283,1,1,1,0,1,0,0,0,0,0,0,1,0,0,3989
764,car,honda,city,petrol,2017,chennai,60000,60324,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5500
765,car,honda,city,petrol,2017,chennai,60000,60349,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5902
766,car,honda,city,petrol,2017,chennai,60000,60374,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5843
767,car,honda,city,petrol,2017,chennai,60000,59993,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5928
768,car,honda,city,petrol,2017,chennai,60000,61379,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6000
769,car,honda,city,petrol,2017,chennai,60000,60342,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5999
770,car,honda,city,petrol,2017,chennai,60000,60930,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5923
771,car,honda,city,petrol,2017,chennai,60000,60432,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5928
772,car,honda,city,petrol,2017,chennai,60000,60465,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5998
773,car,honda,city,petrol,2017,chennai,60000,60765,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5988
774,car,honda,city,petrol,2017,chennai,60000,59433,1,1,1,1,0,1,0,0,1,0,1,0,1,0,5899
775,car,honda,city,petrol,2017,chennai,60000,60875,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6100
776,car,honda,city,petrol,2017,chennai,60000,60080,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6089
777,car,honda,city,petrol,2017,chennai,60000,60909,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6099
778,car,honda,city,petrol,2017,chennai,60000,60223,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6012
779,car,honda,city,petrol,2017,chennai,60000,59343,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6010
780,car,honda,city,petrol,2017,chennai,60000,60382,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6200
781,car,honda,city,petrol,2017,chennai,60000,60237,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6000
782,car,honda,city,petrol,2017,chennai,60000,60734,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6893
783,car,honda,city,petrol,2017,chennai,60000,60798,1,1,1,1,0,1,0,0,1,0,1,0,1,0,6990
784,car,honda,city,petrol,2017,chennai,70000,70432,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4700
785,car,honda,city,petrol,2017,chennai,70000,71372,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4647
786,car,honda,city,petrol,2017,chennai,70000,70321,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4732
787,car,honda,city,petrol,2017,chennai,70000,70232,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4523
788,car,honda,city,petrol,2017,chennai,70000,69322,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4723
789,car,honda,city,petrol,2017,chennai,70000,70237,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4622
790,car,honda,city,petrol,2017,chennai,70000,70327,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4629
791,car,honda,city,petrol,2017,chennai,70000,71326,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4583
792,car,honda,city,petrol,2017,chennai,70000,70237,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4588
793,car,honda,city,petrol,2017,chennai,70000,70895,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4799
794,car,honda,city,petrol,2017,chennai,70000,69923,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4789
795,car,honda,city,petrol,2017,chennai,70000,70349,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4800
796,car,honda,city,petrol,2017,chennai,70000,70398,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4796
797,car,honda,city,petrol,2017,chennai,70000,70321,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4799
798,car,honda,city,petrol,2017,chennai,70000,70232,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4700
799,car,honda,city,petrol,2017,chennai,70000,70098,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4689
800,car,honda,city,petrol,2017,chennai,70000,70322,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4329
801,car,honda,city,petrol,2017,chennai,70000,70567,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4777
802,car,honda,city,petrol,2017,chennai,70000,70957,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4800
803,car,honda,city,petrol,2017,chennai,80000,83679,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4799
804,car,honda,city,petrol,2017,chennai,80000,80239,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6059
805,car,honda,city,petrol,2017,chennai,80000,85489,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6189
806,car,honda,city,petrol,2017,chennai,80000,88432,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6032
807,car,honda,city,petrol,2017,chennai,80000,81348,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6034
808,car,honda,city,petrol,2017,chennai,80000,80239,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6065
809,car,honda,city,petrol,2017,chennai,80000,89273,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6179
810,car,honda,city,petrol,2017,chennai,80000,82028,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6164
811,car,honda,city,petrol,2017,chennai,80000,84722,1,1,1,1,0,0,1,0,0,0,0,0,0,0,6289
812,car,honda,city,petrol,2017,chennai,80000,88431,1,1,1,1,0,0,1,0,0,0,0,0,0,0,6289
813,car,honda,city,petrol,2017,chennai,80000,86222,1,1,1,0,0,0,1,0,0,0,0,0,0,0,6023
814,car,honda,city,petrol,2017,chennai,100000,90473,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6079
815,car,honda,city,petrol,2017,chennai,100000,99374,1,1,1,0,0,1,0,0,0,0,0,0,0,0,6198
816,car,honda,city,petrol,2017,chennai,100000,95832,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6132
817,car,honda,city,petrol,2017,chennai,100000,92484,1,1,1,0,1,1,0,0,0,0,0,0,0,0,6398
818,car,honda,city,petrol,2017,chennai,100000,94584,1,1,1,0,1,1,0,0,0,0,0,0,0,0,6300
819,car,honda,city,petrol,2017,chennai,100000,103472,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6299
820,car,honda,city,petrol,2017,chennai,100000,113479,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6199
821,car,honda,city,petrol,2017,chennai,100000,101302,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6329
822,car,honda,city,petrol,2017,chennai,100000,109327,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6100
823,car,honda,city,diesel,2016,mumbai,10000,10766,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2500
824,car,honda,city,diesel,2016,mumbai,10000,10689,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2578
825,car,honda,city,diesel,2016,mumbai,10000,10355,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2589
826,car,honda,city,diesel,2016,mumbai,10000,11028,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2489
827,car,honda,city,diesel,2016,mumbai,10000,10843,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2499
828,car,honda,city,diesel,2016,mumbai,10000,10686,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2600
829,car,honda,city,diesel,2016,mumbai,10000,10573,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2689
830,car,honda,city,diesel,2016,mumbai,10000,10992,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2576
831,car,honda,city,diesel,2016,mumbai,10000,10376,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2534
832,car,honda,city,diesel,2016,mumbai,10000,11009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2534
833,car,honda,city,diesel,2016,mumbai,10000,10048,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2578
834,car,honda,city,diesel,2016,mumbai,10000,10623,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2698
835,car,honda,city,diesel,2016,mumbai,10000,10832,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2532
836,car,honda,city,diesel,2016,mumbai,10000,9068,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2489
837,car,honda,city,diesel,2016,mumbai,10000,10666,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2578
838,car,honda,city,diesel,2016,mumbai,10000,10879,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2631
839,car,honda,city,diesel,2016,mumbai,10000,9978,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2639
840,car,honda,city,diesel,2016,mumbai,10000,11658,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2703
841,car,honda,city,diesel,2016,mumbai,10000,10769,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2539
842,car,honda,city,diesel,2016,mumbai,10000,10761,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2597
843,car,honda,city,diesel,2016,mumbai,10000,11957,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2583
844,car,honda,city,diesel,2016,mumbai,20000,20788,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6800
845,car,honda,city,diesel,2016,mumbai,20000,20472,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6809
846,car,honda,city,diesel,2016,mumbai,20000,19236,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6899
847,car,honda,city,diesel,2016,mumbai,20000,20274,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6799
848,car,honda,city,diesel,2016,mumbai,20000,20768,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6849
849,car,honda,city,diesel,2016,mumbai,20000,21867,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6859
850,car,honda,city,diesel,2016,mumbai,20000,21688,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6819
851,car,honda,city,diesel,2016,mumbai,20000,20766,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6819
852,car,honda,city,diesel,2016,mumbai,20000,20987,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6868
853,car,honda,city,diesel,2016,mumbai,20000,20243,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6893
854,car,honda,city,diesel,2016,mumbai,20000,20657,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6823
855,car,honda,city,diesel,2016,mumbai,20000,19467,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6890
856,car,honda,city,diesel,2016,mumbai,20000,19054,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6831
857,car,honda,city,diesel,2016,mumbai,20000,20453,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6890
858,car,honda,city,diesel,2016,mumbai,20000,20980,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6789
859,car,honda,city,diesel,2016,mumbai,20000,21467,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6798
860,car,honda,city,diesel,2016,mumbai,20000,20564,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6759
861,car,honda,city,diesel,2016,mumbai,20000,20768,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6831
862,car,honda,city,diesel,2016,mumbai,20000,22567,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6846
863,car,honda,city,diesel,2016,mumbai,20000,20576,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6891
864,car,honda,city,diesel,2016,mumbai,30000,30686,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5700
865,car,honda,city,diesel,2016,mumbai,30000,30897,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5710
866,car,honda,city,diesel,2016,mumbai,30000,30675,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5789
867,car,honda,city,diesel,2016,mumbai,30000,30612,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5799
868,car,honda,city,diesel,2016,mumbai,30000,31763,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5699
869,car,honda,city,diesel,2016,mumbai,30000,30980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5789
870,car,honda,city,diesel,2016,mumbai,30000,30998,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5723
871,car,honda,city,diesel,2016,mumbai,30000,29234,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5789
872,car,honda,city,diesel,2016,mumbai,30000,30909,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5721
873,car,honda,city,diesel,2016,mumbai,30000,30522,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5748
874,car,honda,city,diesel,2016,mumbai,30000,30863,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5738
875,car,honda,city,diesel,2016,mumbai,30000,29837,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5849
876,car,honda,city,diesel,2016,mumbai,30000,30674,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5839
877,car,honda,city,diesel,2016,mumbai,30000,31658,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5829
878,car,honda,city,diesel,2016,mumbai,30000,31225,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5819
879,car,honda,city,diesel,2016,mumbai,30000,30987,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5809
880,car,honda,city,diesel,2016,mumbai,30000,30545,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5800
881,car,honda,city,diesel,2016,mumbai,30000,32507,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5799
882,car,honda,city,diesel,2016,mumbai,30000,30087,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5579
883,car,honda,city,diesel,2016,mumbai,30000,30179,1,1,1,0,0,0,0,0,0,1,0,0,0,0,5800
884,car,honda,city,diesel,2016,mumbai,40000,40878,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6100
885,car,honda,city,diesel,2016,mumbai,40000,40328,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6250
886,car,honda,city,diesel,2016,mumbai,40000,40368,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6000
887,car,honda,city,diesel,2016,mumbai,40000,39175,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6100
888,car,honda,city,diesel,2016,mumbai,40000,40613,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6200
889,car,honda,city,diesel,2016,mumbai,40000,40293,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6150
890,car,honda,city,diesel,2016,mumbai,40000,40733,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6100
891,car,honda,city,diesel,2016,mumbai,40000,41382,1,1,1,1,0,1,1,0,0,1,0,0,0,0,5900
892,car,honda,city,diesel,2016,mumbai,40000,40289,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6000
893,car,honda,city,diesel,2016,mumbai,40000,39236,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6250
894,car,honda,city,diesel,2016,mumbai,40000,40786,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6000
895,car,honda,city,diesel,2016,mumbai,40000,40342,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6200
896,car,honda,city,diesel,2016,mumbai,40000,40345,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6300
897,car,honda,city,diesel,2016,mumbai,40000,40897,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6299
898,car,honda,city,diesel,2016,mumbai,40000,40568,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6289
899,car,honda,city,diesel,2016,mumbai,40000,40076,1,1,1,1,0,1,1,0,0,1,0,0,0,0,6279
900,car,honda,city,diesel,2016,mumbai,40000,40877,1,1,1,1,0,1,1,0,0,1,0,0,1,0,7539
901,car,honda,city,diesel,2016,mumbai,40000,41765,1,1,1,1,0,1,1,0,0,1,0,0,1,0,7542
902,car,honda,city,diesel,2016,mumbai,40000,39067,1,1,1,1,0,1,1,0,0,1,0,0,1,0,7570
903,car,honda,city,diesel,2016,mumbai,40000,40675,1,1,1,1,0,1,1,0,0,1,0,0,1,0,7575
904,car,honda,city,diesel,2016,mumbai,50000,50789,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7500
905,car,honda,city,diesel,2016,mumbai,50000,50438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7599
906,car,honda,city,diesel,2016,mumbai,50000,51832,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7510
907,car,honda,city,diesel,2016,mumbai,50000,49732,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7590
908,car,honda,city,diesel,2016,mumbai,50000,49028,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7550
909,car,honda,city,diesel,2016,mumbai,50000,50373,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7400
910,car,honda,city,diesel,2016,mumbai,50000,50342,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7700
911,car,honda,city,diesel,2016,mumbai,50000,50384,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7650
912,car,honda,city,diesel,2016,mumbai,50000,50878,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7450
913,car,honda,city,diesel,2016,mumbai,50000,50754,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7699
914,car,honda,city,diesel,2016,mumbai,50000,51437,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7799
915,car,honda,city,diesel,2016,mumbai,50000,50789,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7600
916,car,honda,city,diesel,2016,mumbai,50000,50432,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7599
917,car,honda,city,diesel,2016,mumbai,50000,50659,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7549
918,car,honda,city,diesel,2016,mumbai,50000,53768,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7489
919,car,honda,city,diesel,2016,mumbai,50000,50769,1,1,1,0,1,0,0,0,0,0,0,1,0,0,7510
920,car,honda,city,diesel,2016,mumbai,50000,49013,1,1,1,0,1,0,0,0,0,0,0,1,0,0,7539
921,car,honda,city,diesel,2016,mumbai,50000,51556,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7542
922,car,honda,city,diesel,2016,mumbai,50000,50897,1,1,1,0,1,0,0,0,0,0,0,1,0,0,7570
923,car,honda,city,diesel,2016,mumbai,50000,50086,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7575
924,car,honda,city,diesel,2016,mumbai,60000,60879,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9599
925,car,honda,city,diesel,2016,mumbai,60000,60839,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9000
926,car,honda,city,diesel,2016,mumbai,60000,60321,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9428
927,car,honda,city,diesel,2016,mumbai,60000,61733,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9247
928,car,honda,city,diesel,2016,mumbai,60000,60977,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9373
929,car,honda,city,diesel,2016,mumbai,60000,60632,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9473
930,car,honda,city,diesel,2016,mumbai,60000,60872,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9211
931,car,honda,city,diesel,2016,mumbai,60000,60134,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9088
932,car,honda,city,diesel,2016,mumbai,60000,60427,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9099
933,car,honda,city,diesel,2016,mumbai,60000,60349,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9438
934,car,honda,city,diesel,2016,mumbai,60000,60374,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9237
935,car,honda,city,diesel,2016,mumbai,60000,60694,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9473
936,car,honda,city,diesel,2016,mumbai,60000,61379,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9376
937,car,honda,city,diesel,2016,mumbai,60000,59262,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9276
938,car,honda,city,diesel,2016,mumbai,60000,60876,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9256
939,car,honda,city,diesel,2016,mumbai,60000,60456,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9186
940,car,honda,city,diesel,2016,mumbai,60000,60657,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9642
941,car,honda,city,diesel,2016,mumbai,60000,59760,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9374
942,car,honda,city,diesel,2016,mumbai,60000,61234,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9163
943,car,honda,city,diesel,2016,mumbai,60000,60789,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9346
944,car,honda,city,diesel,2016,mumbai,70000,70765,1,1,1,0,0,0,0,0,0,0,1,0,0,0,6100
945,car,honda,city,diesel,2016,mumbai,70000,70384,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6199
946,car,honda,city,diesel,2016,mumbai,70000,70976,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6099
947,car,honda,city,diesel,2016,mumbai,70000,71253,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6089
948,car,honda,city,diesel,2016,mumbai,70000,70311,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6189
949,car,honda,city,diesel,2016,mumbai,70000,70789,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6179
950,car,honda,city,diesel,2016,mumbai,70000,70098,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6188
951,car,honda,city,diesel,2016,mumbai,70000,69432,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6132
952,car,honda,city,diesel,2016,mumbai,70000,70894,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6110
953,car,honda,city,diesel,2016,mumbai,70000,70753,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6290
954,car,honda,city,diesel,2016,mumbai,70000,70756,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6279
955,car,honda,city,diesel,2016,mumbai,70000,70890,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6249
